"","texto","muyNeg","Neg","Pos","muyPos","Valor","Sentimiento"
"415","   Feminismo  La mujer en la vida nacional y en la prensa   Yolanda Ramón  En  aparecen las primeras colaboraciones f ","0","0","0","0",0,"Neutro"
"416","  Que alguien diga que el feminismo es burgués por no priorizar las necesidades de las madres  pobres y trabajadoras  no signifi ","0","1","0","0",-0.5,"Negativo"
"417","No me gusta ni el feminismo ni el machismo  es más  me da asco Pero en esta casa se van al carajo con su machismo de mierda","1","2","0","0",-1.42857142857143,"Muy Negativo"
"418","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"419","  Esto es el feminismo   Que no teconfundan  Por","0","0","0","0",0,"Neutro"
"420","  Lo creáis o no el feminismo también lucha contra esto  Si los policías se rieron de él y no le hicieron caso es por los tan fa ","0","1","0","0",-0.5,"Negativo"
"421","  Una chica de Gualeguaychú mató a balazos a su novio de  años  Fue presa  No  fue al área psiquiátrica de un hospital  Si ","0","0","0","0",0,"Neutro"
"422","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"423"," Que opresión  En España  no hace falta el feminismo  Para empezar  las mujeres rec ","0","1","0","0",-0.5,"Negativo"
"424","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"425","Esto no es feminismo  es una payasada a la altura del machismo que tanto odias ","0","0","0","0",0,"Neutro"
"426","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"427","  Cuando el feminismo se te va de las manos y te pasas de loca","0","0","0","0",0,"Neutro"
"428","  Soy mujer  no asesina  El feminismo promueve la idea de asesinar a tus hijos mediante el aborto  alza la voz  YoNoNeces ","0","1","1","0",0,"Neutro"
"429","  Lo creáis o no el feminismo también lucha contra esto  Si los policías se rieron de él y no le hicieron caso es por los tan fa ","0","1","0","0",-0.5,"Negativo"
"430","   Nuestro sistema de protección social se diseñó pensando en un mundo que ya no existe   pero es que sí existe  mientras h ","0","0","1","0",0.5,"Positivo"
"431","Feminismo en el k    Yisus","0","0","0","0",0,"Neutro"
"432","   Nuestro sistema de protección social se diseñó pensando en un mundo que ya no existe   pero es que sí existe  mientras h ","0","0","1","0",0.5,"Positivo"
"433","  Libro necesario en nuestra vida    Siempre intentan ocultar a la sociedad nuestros logros y este año  es el de la mujer  ","0","1","0","0",-0.5,"Negativo"
"434","Seguro q has leído mucho sobre el feminismo  estoy segura d q ere ","0","1","1","0",0,"Neutro"
"435","  Os invito a que os deis un paseo por el Twitter de una de las mentes más maquiavélicas  retorcidas y macabras del autodeno ","0","0","0","0",0,"Neutro"
"436","  Lo creáis o no el feminismo también lucha contra esto  Si los policías se rieron de él y no le hicieron caso es por los tan fa ","0","1","0","0",-0.5,"Negativo"
"437","  Ayn Rand fala do feminismo","0","0","0","0",0,"Neutro"
"438","  Soy mujer  no asesina  El feminismo promueve la idea de asesinar a tus hijos mediante el aborto  alza la voz  YoNoNeces ","0","1","1","0",0,"Neutro"
"439","  Estoy hasta los putos cojones de esta mierda  Cuánto tiempo más hay que estar así  En esta asquerosa sociedad machista  agua ","1","2","0","0",-1.42857142857143,"Muy Negativo"
"440","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"441","  Estoy hasta los putos cojones de esta mierda  Cuánto tiempo más hay que estar así  En esta asquerosa sociedad machista  agua ","1","2","0","0",-1.42857142857143,"Muy Negativo"
"442","  Muchas felicidades a las maravillosas chicas de   años que no tuvieron que ser fáciles  pero su esfuerzo vali ","0","0","1","0",0.5,"Positivo"
"443","   Nuestro sistema de protección social se diseñó pensando en un mundo que ya no existe   pero es que sí existe  mientras h ","0","0","1","0",0.5,"Positivo"
"444"," Con esta consideración de lo masculino como dominación y lo femenino como sumisión explicamos todo  la violencia p ","0","1","2","0",0.357142857142857,"Positivo"
"445","  Feminismo es esto  no Barbijaputa ","0","0","0","0",0,"Neutro"
"446","  El feminismo destruye la igualdad ante la ley ","0","1","0","0",-0.5,"Negativo"
"447","me hace gracia la mierda que acabas de soltar xd pero todo sea por rascar rt eh  si no entiendes u ","1","1","1","0",-0.714285714285714,"Negativo"
"448","Tíos que dicen que saben de feminismo y me preguntan que por qué es bueno y ya solo me queda reirme             ","0","1","1","0",0,"Neutro"
"449","aboga por la igualdad de género","0","0","0","0",0,"Neutro"
"450","  las chicas del cable es una pasada de serie  me parece increíble que hable de homosexual  transexualidad  feminismo  derech ","0","1","0","0",-0.5,"Negativo"
"451","  En Irán las mujeres se arrancan sus velos islámicos para reclamar sus derechos individuales y protestar contra los Ayatolá ","0","2","0","1",0,"Neutro"
"452","Seguro q has leído mucho sobre el feminismo  estoy segura d q eres una persona sensata q no habla sin saber  Igualm ","0","1","1","0",0,"Neutro"
"453","   de enero de   Muere la pedagoga María de Maeztu  alma de la Residencia de Señoritas     Fem ","0","0","0","0",0,"Neutro"
"454","Sin embargo si eso hubiera pasado en una serie actual  habría sido muy criticado  porque a día de hoy el feminismo ","0","1","0","0",-0.5,"Negativo"
"455","  El Feminismo y los Lobbys LGBTI son más o menos una dictadura  No podes pensar diferentes a ellos  no podes cuestionar ","0","0","0","0",0,"Neutro"
"456","  El verdadero feminismo frente a la imposición  Libertad frente a velo islámico  A la primera la torturan por quitarse el ","0","0","1","0",0.5,"Positivo"
"457","  El feminismo es un movimiento que históricamente ha sido importante para conseguir derechos para la mujer pero históricam ","0","0","1","1",1.25,"Muy Positivo"
"458","  La Guerra contra las Mujeres  Libro de la gran antropóloga argentina Rita Segato  Recomendado para entender la violencia y ","0","3","1","0",-0.625,"Negativo"
"459","  Madres y abuelas  heroínas silenciosas de los cuidados  La crisis de lo ","0","1","0","0",-0.5,"Negativo"
"460","   El Secreto de Las Mujeres  Quieren Compañeros Sexuales Decentes      Sí  como lees  Aunque toda tu vida hayas aprendido a ","0","0","2","0",0.833333333333333,"Positivo"
"461","  Haciendo tuits sobre feminismo ahora con esto del MediaMarkt pero sale una chica víctima de violación a contar su historia ","1","1","0","0",-1.25,"Muy Negativo"
"462","  El verdadero feminismo frente a la imposición  Libertad frente a velo islámico  A la primera la torturan por quitarse el ","0","0","1","0",0.5,"Positivo"
"463","que insoportable que comparen el feminismo con el nazismo","0","0","0","0",0,"Neutro"
"464","Todo esto se ve por ejemplo en las series  solo hay que ver Aquí no hay quien viva para darse cuenta que  en algún ","0","1","1","0",0,"Neutro"
"465","Madres y abuelas  heroínas silenciosas de los cuidados  La crisis de ","0","1","0","0",-0.5,"Negativo"
"466","Feminismo tiene siglos de utilización como teoría de lucha por los derechos de la mujer  como movimiento reivindica ","0","0","3","1",1.5625,"Muy Positivo"
"467","Lo del feminismo progre a mí se me escapa ","0","1","0","0",-0.5,"Negativo"
"468","   De camino a casa quiero ser libre  no valiente   feminismo  Sororidad  visibilidad","0","0","3","0",1.07142857142857,"Muy Positivo"
"469","  De verdad creen que x eje  las madres solteras  estan preocupadas por si a las mujeres las incluyen en los videojuegos o si al ","0","0","0","0",0,"Neutro"
"470","Feminismo no es el equivalente de Machismo  Es el movimiento que se defiende Y PELEA ","0","0","0","0",0,"Neutro"
"471","Madres y abuelas  heroínas silenciosas de los cuidados  ","0","0","0","0",0,"Neutro"
"472","Ahora si no sabes lo que significa esa palabra te llueven críticas e insultos  porque creen que el no conocer esa p ","0","1","0","0",-0.5,"Negativo"
"473","  Y esa es Lucía Etxebarría vanguardia del feminismo liberal de este país ","0","0","0","0",0,"Neutro"
"474","En vez de decir  no tienes ni puta idea  o  investiga  podrías darme argumentos de ","1","0","0","0",-1,"Muy Negativo"
"475","   de enero de   Muere la pedagoga María de Maeztu  alma de la Residencia de Señoritas     Fem ","0","0","0","0",0,"Neutro"
"476","   El Secreto de Las Mujeres  Quieren Compañeros Sexuales Decentes      Sí  como lees  Aunque toda tu vida hayas aprendido a ","0","0","2","0",0.833333333333333,"Positivo"
"477","   Nuestro sistema de protección social se diseñó pensando en un mundo que ya no existe   pero es que sí existe  mientras h ","0","0","1","0",0.5,"Positivo"
"478","jajajajajajajaja el colmo del  feminismo  cuando no se posiciona en clase termina siendo burgués  ","0","0","1","0",0.5,"Positivo"
"479","  El Feminismo y los Lobbys LGBTI son más o menos una dictadura  No podes pensar diferentes a ellos  no podes cuestionar ","0","0","0","0",0,"Neutro"
"480","  Soy mujer  no asesina  El feminismo promueve la idea de asesinar a tus hijos mediante el aborto  alza la voz  YoNoNeces ","0","1","1","0",0,"Neutro"
"481"," CiudaddelasDiosas De cómo cierto feminismo se convirtió en criada del capitalismo  Y la manera de rectificarlo ","0","0","0","0",0,"Neutro"
"482","Feminismo       es un pez xd Y NO ESTÁ INFRAVALORADA SI LE HAN HECHO HASTA UNA PUTA PELÍCULA","1","0","0","0",-1,"Muy Negativo"
"483","  Ustedes se creen que la montan cuando argumentan que nuestro feminismo es totalmente falso porque  ESO NO LO DICEN CUANDO ","0","0","0","0",0,"Neutro"
"484","O bien cuando los niños salgan cada vez más espabilados o tengan más información para contrastar  Internet   que es ","0","0","1","0",0.5,"Positivo"
"485","Mi momento preferido en la historia del feminismo es en el que se volvio algo tan lamentable que lo hiciste ","0","1","0","0",-0.5,"Negativo"
"486","  Se enojan cuando les dicen que el feminismo es burgués pero una de sus discusiones es ver si a las mujeres las incluyen en los ","0","0","0","0",0,"Neutro"
"487","  Un hombre puede ser feminista     gt no Un hombre puede ser aliado feminista     gt si Un hombre puede opinar sobre la lucha fe ","0","0","1","0",0.5,"Positivo"
"488","mi móvil es mío  no tienes que revisarlo   respeto  Feminismo","0","0","0","0",0,"Neutro"
"489","  El Feminismo y los Lobbys LGBTI son más o menos una dictadura  No podes pensar diferentes a ellos  no podes cuestionar ","0","0","0","0",0,"Neutro"
"490","No tienes ni puta idea de feminismo ya solo con ese tweet ","1","1","0","0",-1.25,"Muy Negativo"
"491","   FelizDomingo el gurú sectario anarcocapitalista q sostiene q las feministas quieren sustituir y acabar con los hombres ","0","0","0","0",0,"Neutro"
"492","   Lo que debería ocurrir es que las mujeres se colocasen en puestos de poder  para compartir el liderazgo con los hombres  ","0","0","0","0",0,"Neutro"
"493","  Disculpeque el feminismo no tape el bosque  Desde Argentina seguimos apoyando ay lamentam ","0","0","0","0",0,"Neutro"
"494","JAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJA ","0","0","0","0",0,"Neutro"
"495","    Cómo darle valor a las tareas de cuidados sin devolver a las mujeres al hogar   Qué es una buena vida para todos y todas   A ","0","0","1","0",0.5,"Positivo"
"496","El feminismo es un ejercicio constante  Se está aprendiendo constantemente y entiendo que es difícil para las figur ","0","1","0","0",-0.5,"Negativo"
"497","               Madres y abuelas  heroínas silenciosas de los cuidados  Pues mientras no se promuevan medidas para que estas tareas ","0","0","0","0",0,"Neutro"
"498","Nueva metedura de Pablo Motos hacia el feminismo y nuevo zasca  esta vez de parte de Jessica Chastain ","0","0","0","0",0,"Neutro"
"499","En un artículo dice que aprendió de feminismo por Lena Dunham que es la WHITEST FEMINIST ALIVE  La mujer esta es li ","0","0","0","0",0,"Neutro"
"500","La mina ahora usa el feminismo para sus propios intereses  Ya no puede ser la heroína geek  que encima en ese papel ","0","0","1","0",0.5,"Positivo"
"501","Basta   dejemos de hablar de hombre o mujer   somos personas y listo   esto de especificar el género es t ","0","0","0","0",0,"Neutro"
"502","  er acto  feministas salen a pedir machete al machote  abortá si te sale Laje  matá a tu novio  etc  do acto  nos def ","0","0","0","0",0,"Neutro"
"503","  Este artículo de  sintetiza de manera magistral algunos de los principales retos que tenemos como sociedad  de la ma ","0","0","1","0",0.5,"Positivo"
"504","               Los hombres no sabemos qué es ser mujer  nuestros privilegios nos impiden verlo bien  pero eso no quita que luchemos ","0","0","1","0",0.5,"Positivo"
"505","  KURT COBAIN NO ESCRIBIO MILES DE CANCIONES CON UN MENSAJE EN CONTRA DE LA VIOLACIÓN Y OTRAS APOYANDO EL FEMINISMO  NO SO ","1","1","0","0",-1.25,"Muy Negativo"
"506","   Lo que debería ocurrir es que las mujeres se colocasen en puestos de poder  para compartir el liderazgo con los hombres  ","0","0","0","0",0,"Neutro"
"507","   Nuestro sistema de protección social se diseñó pensando en un mundo que ya no existe   pero es que sí existe  mientras h ","0","0","1","0",0.5,"Positivo"
"508","  Estoy hasta los putos cojones de esta mierda  Cuánto tiempo más hay que estar así  En esta asquerosa sociedad machista  agua ","1","2","0","0",-1.42857142857143,"Muy Negativo"
"509","Ya por dar like y RT a cualquier tweet de animalitos   feminismo  o cualquier cosa  automaticamente ya eres parte d ","0","0","0","0",0,"Neutro"
"510","   de enero de   Muere la pedagoga María de Maeztu  alma de la Residencia de Señoritas     Fem ","0","0","0","0",0,"Neutro"
"511","  Las feministas denuncian a los príncipes de Disney por  promover la violencia sexual  Feminis ","0","1","1","0",0,"Neutro"
"512","  Un hombre puede ser feminista     gt no Un hombre puede ser aliado feminista     gt si Un hombre puede opinar sobre la lucha fe ","0","0","1","0",0.5,"Positivo"
"513","De hecho el feminismo se ha convertido en un negocio muy lucrativo a nivel mundial   ","0","0","0","0",0,"Neutro"
"514","  Libro necesario en nuestra vida    Siempre intentan ocultar a la sociedad nuestros logros y este año  es el de la mujer  ","0","1","0","0",-0.5,"Negativo"
"515","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"516","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"517","la mina con el feminismo  nada  claramente el feminismo con el flaco que mataron    ","0","0","1","0",0.5,"Positivo"
"518","   Nuestro sistema de protección social se diseñó pensando en un mundo que ya no existe   pero es que sí existe  mientras h ","0","0","1","0",0.5,"Positivo"
"519","   de enero de   Muere la pedagoga María de Maeztu  alma de la Residencia de Señoritas     Fem ","0","0","0","0",0,"Neutro"
"520","  Estoy hasta los putos cojones de esta mierda  Cuánto tiempo más hay que estar así  En esta asquerosa sociedad machista  agua ","1","2","0","0",-1.42857142857143,"Muy Negativo"
"521","  Es decir usan eso como argumento para justificar su anti feminismo  pero no tiene pies ni cabeza así que mí no entender ","0","0","1","0",0.5,"Positivo"
"522","Jajajajaja cualquier excusa es válida para insultar el movimiento  No tenes idea de lo que es el feminismo mami  ni ","0","0","0","0",0,"Neutro"
"523","   Gracias por seguirme  seguimos luchando Unidos     TuitUtil","0","1","1","0",0,"Neutro"
"524","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"525","Y qué tal si en vez de decirles a los hombres lo malo del machismo les decimos los beneficios del feminismo  para ellos  ","0","0","1","0",0.5,"Positivo"
"526","  Que alguien diga que el feminismo es burgués por no priorizar las necesidades de las madres  pobres y trabajadoras  no signifi ","0","1","0","0",-0.5,"Negativo"
"527","Me tienen las pelotas llenas con lo del feminismo  machismo y la re calcacada concha de la lora  CANSADO DE VER SIEMPRE LO MISMO MEN","0","1","0","0",-0.5,"Negativo"
"528","   de enero de   Muere la pedagoga María de Maeztu  alma de la Residencia de Señoritas     Fem ","0","0","0","0",0,"Neutro"
"529","Esa mujer es una transfoba y una racista su feminismo es súper exclusivo una pena que tenga tanto bombi","0","2","1","0",-0.357142857142857,"Negativo"
"530","Si decir feminazi es machista  entonces decir negro es racista   no  Ya me he infor ","0","1","0","0",-0.5,"Negativo"
"531","  ATENEO CÁNTABRO   Cultura              MedioAmbiente              Feminismo    Economía   Soberanía              Iremos ampliando con las fechas               y los es ","0","0","0","0",0,"Neutro"
"532","   Nuestro sistema de protección social se diseñó pensando en un mundo que ya no existe   pero es que sí existe  mientras h ","0","0","1","0",0.5,"Positivo"
"533","  De verdad creen que x eje  las madres solteras  estan preocupadas por si a las mujeres las incluyen en los videojuegos o si al ","0","0","0","0",0,"Neutro"
"534","   de enero de   Muere la pedagoga María de Maeztu  alma de la Residencia de Señoritas     Fem ","0","0","0","0",0,"Neutro"
"535","Qué falta de feminismo  Feliz cumpleaños  querida ","0","1","2","0",0.357142857142857,"Positivo"
"536","Está claro que esta chica no representa el feminismo ni mucho menos  pero darle bola a estas mierd ","0","1","0","0",-0.5,"Negativo"
"537","El feminismo y sus gilipolleces  una vez más ","0","0","0","0",0,"Neutro"
"538","  Se enojan cuando les dicen que el feminismo es burgués pero una de sus discusiones es ver si a las mujeres las incluyen en los ","0","0","0","0",0,"Neutro"
"539","Y gracias a los machos las mujeres pueden votar  Ser macho es un orgullo es ser fuerte y valiente  E ","0","0","3","0",1.07142857142857,"Muy Positivo"
"540","Feminismo y Patriarcado vienen en el diccionario  y no como teorías  sino como hechos  ","0","0","2","0",0.833333333333333,"Positivo"
"541"," de enero de   Muere la pedagoga María de Maeztu  alma de la Residencia de Señoritas    ","0","0","0","0",0,"Neutro"
"542","   El Secreto de Las Mujeres  Quieren Compañeros Sexuales Decentes      Sí  como lees  Aunque toda tu vida hayas aprendido a ","0","0","2","0",0.833333333333333,"Positivo"
"543","  Evolución y Neurociencias  El feminismo y la violencia en parejas homosexuales ","0","1","0","0",-0.5,"Negativo"
"544","Apoyan el aborto mientras en oriente abortan cuando saben que su hija es mujer  El feminismo es una amenaza para la mujer ","0","1","0","0",-0.5,"Negativo"
"545","Lo dice alguien que puso en mi boca algo que yo no dije El feminismo lucha por la liberación de la mujer  Pero TA ","0","0","0","0",0,"Neutro"
"546","  Este artículo de  sintetiza de manera magistral algunos de los principales retos que tenemos como sociedad  de la ma ","0","0","1","0",0.5,"Positivo"
"547","  Si te consideras feminista y llamas a una mujer zorra  guarra  hija de puta  etc  Por su actitud  comportamiento  forma de vest ","2","1","0","0",-1.78571428571429,"Muy Negativo"
"548","  Si te consideras feminista y llamas a una mujer zorra  guarra  hija de puta  etc  Por su actitud  comportamiento  forma de vest ","2","1","0","0",-1.78571428571429,"Muy Negativo"
"549","Jaja sabias que el feminismo apoya a Linda Sarsour  Es una musulmana que quiere la ley de sharya  El ","0","0","2","0",0.833333333333333,"Positivo"
"550","  Hoy podcast conHablamos del caso que está revelando la verdadera cara del feminismo en Argentina","0","0","1","0",0.5,"Positivo"
"551","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"552","   En mi generación es difícil mantenerse y en el caso de las mujeres es más dramático  se cuentan con los dedos de una mano ","0","1","0","0",-0.5,"Negativo"
"553","Eres un maestro de la generalización y manipulación  Voy a probar   No ","0","1","0","0",-0.5,"Negativo"
"554","El mayor enemigo del feminismo no son los hombres  sino las mujeres que no se ayudan las unas a las otras ","0","1","1","0",0,"Neutro"
"555","Creo que el problema es pensar que tú TIENES que pagar todo  nunca intentaste que ellas ","0","2","0","0",-0.833333333333333,"Negativo"
"556","  Os invito a que os deis un paseo por el Twitter de una de las mentes más maquiavélicas  retorcidas y macabras del autodeno ","0","0","0","0",0,"Neutro"
"557","     El Feminismo no odia a los hombres   ","0","1","0","0",-0.5,"Negativo"
"558","  Esto es lo que diferencia a las feminazis del feminismo ","0","0","0","0",0,"Neutro"
"559","  Las verdaderas heroínas  y siempre  en silencio    Feminismo  FelizFinde Madres y abuelas  heroínas silenciosas de los cuid ","0","0","0","0",0,"Neutro"
"560","  El verdadero feminismo frente a la imposición  Libertad frente a velo islámico  A la primera la torturan por quitarse el ","0","0","1","0",0.5,"Positivo"
"561","Esto es lo que diferencia a las feminazis del feminismo ","0","0","0","0",0,"Neutro"
"562","   Mata a tu marido  dice ésta mujer  feminista   no hay duda que el feminismo desde el punto que lo veas  es destructivo y dec ","0","2","0","0",-0.833333333333333,"Negativo"
"563","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"564","  Somos feministas  Cerca de un centenar de mujeres cuentan como despertaron al feminismo ","0","0","1","0",0.5,"Positivo"
"565","   El Secreto de Las Mujeres  Quieren Compañeros Sexuales Decentes      Sí  como lees  Aunque toda tu vida hayas aprendido a ","0","0","2","0",0.833333333333333,"Positivo"
"566","  Feminismo  lucha por la igualdad de hombres y mujeres  Hembrismo  actitud de prepotencia de la mujeres frente a los ho ","0","0","0","0",0,"Neutro"
"567","  Estoy hasta los putos cojones de esta mierda  Cuánto tiempo más hay que estar así  En esta asquerosa sociedad machista  agua ","1","2","0","0",-1.42857142857143,"Muy Negativo"
"568","  Que alguien diga que el feminismo es burgués por no priorizar las necesidades de las madres  pobres y trabajadoras  no signifi ","0","1","0","0",-0.5,"Negativo"
"569","   Mata a tu marido  dice ésta mujer  feminista   no hay duda que el feminismo desde el punto que lo veas  es destructivo y dec ","0","2","0","0",-0.833333333333333,"Negativo"
"570","  Somos feministas  Cerca de un centenar de mujeres cuentan como despertaron al feminismo     MujeresLibres","0","0","1","0",0.5,"Positivo"
"571","Si el niño puede elegir relacionarse sexualmente con los adultos  incluso si él debe escoger su propia madre genéti ","0","0","0","0",0,"Neutro"
"572","  Que alguien diga que el feminismo es burgués por no priorizar las necesidades de las madres  pobres y trabajadoras  no signifi ","0","1","0","0",-0.5,"Negativo"
"573","Si te consideras feminista y llamas a una mujer zorra  guarra  hija de puta  etc  Por su actitud  comportamiento  f ","2","1","0","0",-1.78571428571429,"Muy Negativo"
"574","  Apuntando en agenda   es el año del feminismo de manera transversal","0","0","0","0",0,"Neutro"
"575","Chicos  tengo malas noticias   Soy un sectario por abogar por el feminismo   Sorry guys","0","0","0","0",0,"Neutro"
"576","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"577","Vergonzoso que Balay se aproveche de sus primeras mujeres trabajadoras  a las que que seguro explotaban y pagaban d ","0","2","1","0",-0.357142857142857,"Negativo"
"578","No estoy hablando de feminismo  Estoy hablando de ","0","0","0","0",0,"Neutro"
"579","  El feminismo parece estar a un paso del terrorismo   De teclado al menos                ","0","0","0","0",0,"Neutro"
"580","  Una amiga feminista dijo que no quería coger con un pibe que le copa porque la tiene chica  Que lindo feminismo  Se cayó tu fe ","0","0","2","0",0.833333333333333,"Positivo"
"581","  Que más busca el Feminismo  Tienen todo lo que quieren  poder social  político  ONG s a nivel mundial  leyes a sus fav ","0","0","0","0",0,"Neutro"
"582","Pues si desaniman  pero si hicieras videos más coherentes no pasaría esto               no te gusta que te juzguen  ","0","0","0","0",0,"Neutro"
"583","  KURT COBAIN NO ESCRIBIO MILES DE CANCIONES CON UN MENSAJE EN CONTRA DE LA VIOLACIÓN Y OTRAS APOYANDO EL FEMINISMO  NO SO ","1","1","0","0",-1.25,"Muy Negativo"
"584"," Nuestro sistema de protección social se diseñó pensando en un mundo que ya no existe   pero es que sí existe  mien ","0","0","1","0",0.5,"Positivo"
"585","  Estoy hasta los putos cojones de esta mierda  Cuánto tiempo más hay que estar así  En esta asquerosa sociedad machista  agua ","1","2","0","0",-1.42857142857143,"Muy Negativo"
"586","   Lo ideal para estos críticos sería un feminismo  bien entendido   Es decir  un feminismo no feminista      JEJEJEJEJEJE ","0","1","1","0",0,"Neutro"
"587","El problema con los señores es que se dan cuenta  por fin  de una mínima parte de su misoginia y se creen que ya so ","0","1","0","0",-0.5,"Negativo"
"588","  El feminismo parece estar a un paso del terrorismo   De teclado al menos                ","0","0","0","0",0,"Neutro"
"589","  La violencia en parejas homosexuales es un problema para la teoría que propone que toda violencia de pareja se debe al ","0","3","0","0",-1.07142857142857,"Muy Negativo"
"590","  Si verdaderamente al Feminismo le importase las mujeres protestarían contra las mujeres que mueren por desnutrición pa ","0","1","0","0",-0.5,"Negativo"
"591","El feminismo salva vidas y genera comunidad  sorrynotsorry  unpopularopinions","0","0","0","0",0,"Neutro"
"592","  Que más busca el Feminismo  Tienen todo lo que quieren  poder social  político  ONG s a nivel mundial  leyes a sus fav ","0","0","0","0",0,"Neutro"
"593","  Libro necesario en nuestra vida    Siempre intentan ocultar a la sociedad nuestros logros y este año  es el de la mujer  ","0","1","0","0",-0.5,"Negativo"
"594","  las chicas del cable es una pasada de serie  me parece increíble que hable de homosexual  transexualidad  feminismo  derech ","0","1","0","0",-0.5,"Negativo"
"595","  Se enojan cuando les dicen que el feminismo es burgués pero una de sus discusiones es ver si a las mujeres las incluyen en los ","0","0","0","0",0,"Neutro"
"596","El feminismo lucha para lograr la liberación de la mujer y así lograr la igualdad de género  Y el ","0","0","2","0",0.833333333333333,"Positivo"
"597","Mi momento preferido en la historia del feminismo es en el que se volvio algo tan lamentable que lo hiciste ","0","1","0","0",-0.5,"Negativo"
"598","  De verdad creen que x eje  las madres solteras  estan preocupadas por si a las mujeres las incluyen en los videojuegos o si al ","0","0","0","0",0,"Neutro"
"599","  Que alguien diga que el feminismo es burgués por no priorizar las necesidades de las madres  pobres y trabajadoras  no signifi ","0","1","0","0",-0.5,"Negativo"
"600","Y no denuncian las bodas de niñitas con viejos musulmanes y se inventan esto  creo en ","0","0","0","0",0,"Neutro"
"601","  Brecha salarial  Cristina Pedroche ganó el doble que Alberto Chicote por presentar las Campanadas","0","0","1","0",0.5,"Positivo"
"602","  De verdad creen que x eje  las madres solteras  estan preocupadas por si a las mujeres las incluyen en los videojuegos o si al ","0","0","0","0",0,"Neutro"
"603","En realidad no es feminismo  es anticapitalismo  Todo lo q se hace por dinero está mal para estos  ","0","1","0","0",-0.5,"Negativo"
"604","  Feminismo liberal             ","0","0","0","0",0,"Neutro"
"605","No te confundas  esta no es feminista  esta es una extremista que hace poco bien al feminismo ","0","0","1","0",0.5,"Positivo"
"606","  El verdadero feminismo frente a la imposición  Libertad frente a velo islámico  A la primera la torturan por quitarse el ","0","0","1","0",0.5,"Positivo"
"607","    Abro hilo sobre cine    Abro hilo sobre feminismo    Abro hilo sobre Cataluña    Yo no tengo ni idea de nada   Una de ","0","0","0","0",0,"Neutro"
"608","mujer  a la cual le detectaron problemas psiquiátricos  ya intentan desprestigiar todo el feminismo  mientras que y ","0","1","0","0",-0.5,"Negativo"
"609","  Que alguien diga que el feminismo es burgués por no priorizar las necesidades de las madres  pobres y trabajadoras  no signifi ","0","1","0","0",-0.5,"Negativo"
"610","  Feminismo liberal             ","0","0","0","0",0,"Neutro"
"611","Se pueden corregir cosas  apuntar lo que haga f ","0","0","0","0",0,"Neutro"
"612","   El Secreto de Las Mujeres  Quieren Compañeros Sexuales Decentes      Sí  como lees  Aunque toda tu vida hayas aprendido a ","0","0","2","0",0.833333333333333,"Positivo"
"613","  Que alguien diga que el feminismo es burgués por no priorizar las necesidades de las madres  pobres y trabajadoras  no signifi ","0","1","0","0",-0.5,"Negativo"
"614","El rico material que me estas dando  cuando salga una pava a decir  El feminismo es la liberación de la mu ","0","0","0","0",0,"Neutro"
"615","  no conozco absolutamente nada de feminismo pero reafirmo mi autoridad como macho cisheterosexual opinando de todos modos","0","0","2","0",0.833333333333333,"Positivo"
"616","A mi no interesa ni un ápice el feminismo  Otra cosa es que vea una barbarie  el obligar a casarse ","0","0","0","0",0,"Neutro"
"617","  El verdadero feminismo frente a la imposición  Libertad frente a velo islámico  A la primera la torturan por quitarse el ","0","0","1","0",0.5,"Positivo"
"618","Pero  como he dicho  feminismo in a nutshell  si no sabes  te pego con el taco de panfletos hasta que sepas ","0","0","1","0",0.5,"Positivo"
